[INFO] 1777668590238 - https://abubujs.org/libs/Abubu.latest.js 14591:8 "***********************************"
[INFO] 1777668590238 - https://abubujs.org/libs/Abubu.latest.js 14592:8 "Abubu " "v6.9.04"
[INFO] 1777668590238 - https://abubujs.org/libs/Abubu.latest.js 14593:8 "Updated on" "Wed 20 Sep 2023 15:53:43 (EDT)"
[INFO] 1777668590238 - https://abubujs.org/libs/Abubu.latest.js 14594:8 "Developed by Abouzar Kaboudian!"
[INFO] 1777668590238 - https://abubujs.org/libs/Abubu.latest.js 14595:8 "For support email: abouzar.kaboudian@physics.gatech.edu"
[INFO] 1777668590238 - https://abubujs.org/libs/Abubu.latest.js 14596:8 "***********************************"
[INFO] 1777668590262 - https://abubujs.org/libs/Abubu.latest.js 14632:12 "WebGL 2.0 context successfully initialized!"
[INFO] 1777668590262 - https://abubujs.org/libs/Abubu.latest.js 27308:12 "Loaded the library without using require.js..."
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "1\t" "#version 300 es"
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "2\t" "precision highp float;"
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "3\t" "precision highp int;"
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "4\t" ""
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "5\t" "uniform sampler2D inTexture1;"
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "6\t" "uniform sampler2D inTexture2;"
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "7\t" "uniform sampler2D inTexture3;"
[INFO] 1777668590410 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "8\t" "uniform sampler2D inTexture4;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "9\t" "uniform sampler2D inTexture5;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "10\t" ""
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "11\t" "uniform float dt, dx, dy;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "12\t" ""
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "13\t" "in vec2 cc, pixPos;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "14\t" ""
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "15\t" "layout(location = 0) out vec4 ocolor1;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "16\t" "layout(location = 1) out vec4 ocolor2;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "17\t" "layout(location = 2) out vec4 ocolor3;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "18\t" "layout(location = 3) out vec4 ocolor4;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "19\t" "layout(location = 4) out vec4 ocolor5;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "20\t" ""
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "21\t" "/* --- constants ------------------------------------------------------- */"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "22\t" "const float Ko   = 5.4;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "23\t" "const float Cao  = 2.0;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "24\t" "const float Nao  = 140.0;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "25\t" "const float Vc   = 0.016404;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "26\t" "const float Vsr  = 0.001094;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "27\t" "const float Vss  = 5.468e-05;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "28\t" "const float Bufc = 0.2;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "29\t" "const float Kbufc = 0.001;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "30\t" "const float Bufsr = 10.0;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "31\t" "const float Kbufsr = 0.3;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "32\t" "const float Bufss = 0.4;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "33\t" "const float Kbufss = 0.00025;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "34\t" "const float Vmaxup = 0.006375;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "35\t" "const float Kup   = 0.00025;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "36\t" "const float Vrel  = 0.102;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "37\t" "const float k3    = 0.06;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "38\t" "const float k4    = 0.005;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "39\t" "const float k1prime = 0.15;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "40\t" "const float k2prime = 0.045;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "41\t" "const float EC    = 1.5;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "42\t" "const float maxsr = 2.5;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "43\t" "const float minsr = 1.0;"
[INFO] 1777668590411 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "44\t" "const float Vleak = 0.00036;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "45\t" "const float Vxfer = 0.0038;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "46\t" "const float RR    = 8314.3;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "47\t" "const float FF    = 96486.7;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "48\t" "const float TT    = 310.0;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "49\t" "const float CAPACITANCE = 0.185;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "50\t" "const float Gks   = 0.392;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "51\t" "const float Gto   = 0.294;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "52\t" "const float Gkr   = 0.153;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "53\t" "const float pKNa  = 0.03;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "54\t" "const float GK1   = 5.405;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "55\t" "const float alphanaca = 2.5;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "56\t" "const float GNa   = 14.838;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "57\t" "const float GbNa  = 0.00029;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "58\t" "const float KmK   = 1.0;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "59\t" "const float KmNa  = 40.0;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "60\t" "const float knak  = 2.724;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "61\t" "const float GCaL  = 3.98e-05;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "62\t" "const float GbCa  = 0.000592;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "63\t" "const float knaca  = 1000.0;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "64\t" "const float KmNai = 87.5;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "65\t" "const float KmCa  = 1.38;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "66\t" "const float ksat  = 0.1;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "67\t" "const float n     = 0.35;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "68\t" "const float GpCa  = 0.1238;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "69\t" "const float KpCa  = 0.0005;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "70\t" "const float GpK   = 0.0146;"
[INFO] 1777668590412 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "71\t" "const float diffCoef = 0.001;"
[INFO] 1777668590413 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "72\t" "const float Fc = 1.0;               // surfaceâ€‘toâ€‘volume ratio (placeholder)"
[INFO] 1777668590413 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "73\t" ""
[INFO] 1777668590413 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "74\t" "/* --- helper ---------------------------------------------------------- */"
[INFO] 1777668590413 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "75\t" "float revNa(float Nai) { return (FF/RR) * log(Nao/Nai); }"
