[INFO] 1777499141304 - https://abubujs.org/libs/Abubu.latest.js 14591:8 "***********************************"
[INFO] 1777499141304 - https://abubujs.org/libs/Abubu.latest.js 14592:8 "Abubu " "v6.9.04"
[INFO] 1777499141304 - https://abubujs.org/libs/Abubu.latest.js 14593:8 "Updated on" "Wed 20 Sep 2023 15:53:43 (EDT)"
[INFO] 1777499141304 - https://abubujs.org/libs/Abubu.latest.js 14594:8 "Developed by Abouzar Kaboudian!"
[INFO] 1777499141304 - https://abubujs.org/libs/Abubu.latest.js 14595:8 "For support email: abouzar.kaboudian@physics.gatech.edu"
[INFO] 1777499141304 - https://abubujs.org/libs/Abubu.latest.js 14596:8 "***********************************"
[INFO] 1777499141329 - https://abubujs.org/libs/Abubu.latest.js 14632:12 "WebGL 2.0 context successfully initialized!"
[INFO] 1777499141329 - https://abubujs.org/libs/Abubu.latest.js 27308:12 "Loaded the library without using require.js..."
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "1\t" "#version 300 es"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "2\t" "precision highp float;"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "3\t" "precision highp int;"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "4\t" ""
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "5\t" "uniform sampler2D  inTexture;"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "6\t" "uniform float      dt, dx, dy; // assuming uniform names: uniform_dt, uniform_dx, uniform_dy"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "7\t" ""
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "8\t" "in vec2 cc;"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "9\t" "layout (location = 0) out vec4 ocolor;"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "10\t" ""
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "11\t" "void main() {"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "12\t" "    vec2 size = textureSize(inTexture, 0);"
[INFO] 1777499141474 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "13\t" "    vec2 ii = vec2(1., 0.) / size;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "14\t" "    vec2 jj = vec2(0., 1.) / size;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "15\t" ""
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "16\t" "    float r_prev = texture(inTexture, cc).r;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "17\t" "    float v_prev = texture(inTexture, cc).g;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "18\t" "    float w_prev = texture(inTexture, cc).a;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "19\t" ""
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "20\t" "    // Compute Laplacian in x-direction using centered differences"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "21\t" "    vec2 delta_left_x = ii.x * -dt; "
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "22\t" "    vec2 left_pos_x = clamp(cc + delta_left_x, 0.0, 1.0);"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "23\t" "    vec2 right_pos_x = cc + ii.x * dt;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "24\t" "    "
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "25\t" "    float r_left = texture(inTexture, left_pos_x).r;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "26\t" "    float r_right = texture(inTexture, right_pos_x).r;"
[INFO] 1777499141475 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "27\t" ""
[INFO] 1777499141476 - https://abubujs.org/libs/Abubu.latest.js 14569:16 "28\t" "    // Adjust for Neumann (clamp) boundary conditions"
